Fecha; FondoA; FondoB; FondoC; FondoD; FondoE;
27-Ene-2016;34.790,50;31.404,68;37.167,51;29.463,22;36.676,41;
26-Ene-2016;34.628,43;31.290,25;37.077,88;29.406,29;36.619,84;
25-Ene-2016;34.649,20;31.283,68;37.042,05;29.389,83;36.618,44;
24-Ene-2016;34.372,30;31.101,57;36.938,18;29.358,20;36.646,56;
23-Ene-2016;34.372,30;31.101,57;36.938,18;29.358,20;36.646,56;
22-Ene-2016;34.372,30;31.101,57;36.938,18;29.358,20;36.646,56;
21-Ene-2016;34.478,51;31.156,59;36.977,28;29.365,63;36.614,36;
20-Ene-2016;34.918,44;31.452,76;37.197,52;29.461,09;36.615,61;
19-Ene-2016;34.909,63;31.437,75;37.205,85;29.469,21;36.632,82;
18-Ene-2016;35.049,94;31.538,31;37.291,57;29.489,71;36.599,66;
17-Ene-2016;35.377,13;31.729,07;37.387,93;29.523,30;36.595,35;
16-Ene-2016;35.377,13;31.729,07;37.387,93;29.523,30;36.595,35;
15-Ene-2016;35.377,13;31.729,07;37.387,93;29.523,30;36.595,35;
14-Ene-2016;35.436,88;31.788,18;37.460,33;29.552,85;36.543,79;
13-Ene-2016;35.749,50;31.966,13;37.580,89;29.618,62;36.602,81;
12-Ene-2016;35.744,86;31.971,95;37.600,47;29.610,17;36.567,28;
11-Ene-2016;35.638,98;31.901,15;37.506,22;29.540,64;36.514,38;
10-Ene-2016;35.747,53;31.951,92;37.536,08;29.557,48;36.533,59;
09-Ene-2016;35.747,53;31.951,92;37.536,08;29.557,48;36.533,59;
08-Ene-2016;35.747,53;31.951,92;37.536,08;29.557,48;36.533,59;
07-Ene-2016;36.153,26;32.202,01;37.679,76;29.582,02;36.513,25;
06-Ene-2016;36.408,07;32.333,56;37.751,99;29.588,40;36.475,43;
05-Ene-2016;36.480,98;32.378,80;37.787,89;29.590,75;36.452,74;
04-Ene-2016;36.798,17;32.574,89;37.903,80;29.608,72;36.416,42;
03-Ene-2016;36.802,04;32.564,13;37.885,14;29.601,53;36.417,84;
02-Ene-2016;36.802,04;32.564,13;37.885,14;29.601,53;36.417,84;
01-Ene-2016;36.802,04;32.564,13;37.885,14;29.601,53;36.417,84;
31-Dic-2015;36.802,04;32.564,13;37.885,14;29.601,53;36.417,84;
30-Dic-2015;36.907,17;32.622,03;37.925,64;29.622,94;36.443,81;
29-Dic-2015;36.619,86;32.436,57;37.779,57;29.547,15;36.431,67;
28-Dic-2015;36.527,14;32.369,12;37.698,81;29.500,09;36.410,18;
27-Dic-2015;36.363,56;32.270,43;37.604,18;29.464,51;36.399,24;
26-Dic-2015;36.363,56;32.270,43;37.604,18;29.464,51;36.399,24;
25-Dic-2015;36.363,56;32.270,43;37.604,18;29.464,51;36.399,24;
24-Dic-2015;36.363,56;32.270,43;37.604,18;29.464,51;36.399,24;
23-Dic-2015;36.009,15;32.042,77;37.435,43;29.404,02;36.397,93;
22-Dic-2015;35.946,83;32.016,62;37.429,09;29.399,69;36.377,34;
21-Dic-2015;36.190,86;32.177,23;37.574,81;29.465,94;36.385,01;
20-Dic-2015;36.707,14;32.508,18;37.848,36;29.588,64;36.440,67;
19-Dic-2015;36.707,14;32.508,18;37.848,36;29.588,64;36.440,67;
18-Dic-2015;36.707,14;32.508,18;37.848,36;29.588,64;36.440,67;
17-Dic-2015;36.683,57;32.461,60;37.773,64;29.558,69;36.422,16;
16-Dic-2015;36.358,35;32.252,05;37.632,37;29.516,79;36.428,48;
15-Dic-2015;36.189,00;32.143,74;37.574,29;29.504,65;36.422,43;
14-Dic-2015;36.126,32;32.117,56;37.573,52;29.507,11;36.411,74;
13-Dic-2015;36.420,38;32.306,28;37.711,22;29.562,67;36.456,55;
12-Dic-2015;36.420,38;32.306,28;37.711,22;29.562,67;36.456,55;
11-Dic-2015;36.420,38;32.306,28;37.711,22;29.562,67;36.456,55;
10-Dic-2015;36.511,65;32.372,10;37.780,70;29.590,51;36.465,36;
09-Dic-2015;36.740,09;32.524,48;37.878,28;29.630,15;36.470,53;
08-Dic-2015;36.862,68;32.593,62;37.897,27;29.629,53;36.471,92;
07-Dic-2015;36.862,68;32.593,62;37.897,27;29.629,53;36.471,92;
06-Dic-2015;36.875,77;32.625,35;37.961,56;29.651,01;36.430,79;
05-Dic-2015;36.875,77;32.625,35;37.961,56;29.651,01;36.430,79;
04-Dic-2015;36.875,77;32.625,35;37.961,56;29.651,01;36.430,79;
03-Dic-2015;37.124,06;32.777,14;38.059,47;29.709,32;36.482,13;
02-Dic-2015;37.432,51;32.969,52;38.212,24;29.763,24;36.491,81;
01-Dic-2015;37.407,27;32.974,45;38.256,35;29.794,29;36.501,97;
30-Nov-2015;37.594,88;33.123,88;38.418,96;29.864,06;36.569,04;
29-Nov-2015;37.704,06;33.208,95;38.479,27;29.878,43;36.572,52;
28-Nov-2015;37.704,06;33.208,95;38.479,27;29.878,43;36.572,52;
27-Nov-2015;37.704,06;33.208,95;38.479,27;29.878,43;36.572,52;
26-Nov-2015;37.751,28;33.227,95;38.479,42;29.868,71;36.567,58;
25-Nov-2015;37.667,58;33.175,73;38.429,35;29.839,77;36.552,02;
24-Nov-2015;37.900,31;33.346,90;38.582,52;29.903,82;36.562,00;
23-Nov-2015;37.697,94;33.220,66;38.457,19;29.842,47;36.529,88;
22-Nov-2015;37.687,84;33.201,99;38.453,23;29.852,84;36.525,68;
21-Nov-2015;37.687,84;33.201,99;38.453,23;29.852,84;36.525,68;
20-Nov-2015;37.687,84;33.201,99;38.453,23;29.852,84;36.525,68;
19-Nov-2015;37.564,80;33.095,15;38.352,94;29.819,12;36.498,79;
18-Nov-2015;37.270,39;32.925,39;38.217,22;29.751,52;36.460,87;
17-Nov-2015;37.156,82;32.854,63;38.158,33;29.711,45;36.440,21;
16-Nov-2015;36.883,29;32.690,66;38.039,12;29.649,14;36.402,72;
15-Nov-2015;37.090,18;32.817,74;38.135,51;29.681,06;36.415,93;
14-Nov-2015;37.090,18;32.817,74;38.135,51;29.681,06;36.415,93;
13-Nov-2015;37.090,18;32.817,74;38.135,51;29.681,06;36.415,93;
12-Nov-2015;37.092,73;32.802,32;38.112,81;29.674,86;36.418,72;
11-Nov-2015;37.214,42;32.875,18;38.160,99;29.684,57;36.410,50;
10-Nov-2015;37.302,31;32.960,20;38.238,67;29.705,97;36.429,39;
09-Nov-2015;37.334,69;32.976,00;38.237,64;29.706,42;36.451,62;
08-Nov-2015;37.273,07;32.950,42;38.233,06;29.714,80;36.472,02;
07-Nov-2015;37.273,07;32.950,42;38.233,06;29.714,80;36.472,02;
06-Nov-2015;37.273,07;32.950,42;38.233,06;29.714,80;36.472,02;
05-Nov-2015;37.145,99;32.875,47;38.160,19;29.672,54;36.474,82;
04-Nov-2015;37.148,33;32.857,79;38.160,19;29.689,13;36.484,39;
03-Nov-2015;37.054,65;32.797,05;38.117,13;29.681,30;36.488,84;
02-Nov-2015;36.867,42;32.681,44;38.030,45;29.642,76;36.477,32;
01-Nov-2015;36.930,45;32.728,45;38.059,25;29.647,58;36.474,93;
31-Oct-2015;36.930,45;32.728,45;38.059,25;29.647,58;36.474,93;
30-Oct-2015;36.930,45;32.728,45;38.059,25;29.647,58;36.474,93;
29-Oct-2015;36.954,73;32.756,53;38.085,74;29.656,22;36.491,11;
28-Oct-2015;36.832,80;32.702,34;38.049,53;29.635,46;36.493,05;
27-Oct-2015;36.912,35;32.760,81;38.100,51;29.654,48;36.491,63;
26-Oct-2015;36.972,80;32.783,53;38.104,70;29.660,52;36.492,60;
25-Oct-2015;36.842,80;32.680,85;38.035,12;29.618,18;36.456,66;
24-Oct-2015;36.842,80;32.680,85;38.035,12;29.618,18;36.456,66;
23-Oct-2015;36.842,80;32.680,85;38.035,12;29.618,18;36.456,66;
22-Oct-2015;36.636,94;32.571,40;37.978,98;29.596,31;36.456,81;
21-Oct-2015;36.358,65;32.378,51;37.799,22;29.500,33;36.426,12;
20-Oct-2015;36.185,34;32.267,58;37.703,43;29.461,15;36.423,74;
19-Oct-2015;35.974,58;32.120,74;37.575,70;29.398,08;36.396,35;
18-Oct-2015;35.938,79;32.093,17;37.562,74;29.396,84;36.399,41;
17-Oct-2015;35.938,79;32.093,17;37.562,74;29.396,84;36.399,41;
16-Oct-2015;35.938,79;32.093,17;37.562,74;29.396,84;36.399,41;
15-Oct-2015;35.797,09;32.007,89;37.529,16;29.384,85;36.397,22;
14-Oct-2015;35.998,30;32.146,36;37.639,90;29.437,00;36.413,61;
13-Oct-2015;35.892,91;32.075,85;37.552,80;29.394,94;36.382,88;
12-Oct-2015;35.933,69;32.080,85;37.555,04;29.391,66;36.369,87;
11-Oct-2015;35.933,69;32.080,85;37.555,04;29.391,66;36.369,87;
10-Oct-2015;35.933,69;32.080,85;37.555,04;29.391,66;36.369,87;
09-Oct-2015;35.933,69;32.080,85;37.555,04;29.391,66;36.369,87;
08-Oct-2015;35.707,31;31.943,47;37.437,75;29.338,06;36.345,61;
07-Oct-2015;35.465,90;31.774,05;37.302,87;29.285,42;36.333,10;
06-Oct-2015;35.531,34;31.801,79;37.313,46;29.294,75;36.342,28;
05-Oct-2015;35.390,57;31.705,06;37.259,37;29.275,04;36.332,81;
04-Oct-2015;35.143,50;31.552,90;37.140,69;29.211,98;36.277,51;
03-Oct-2015;35.143,50;31.552,90;37.140,69;29.211,98;36.277,51;
02-Oct-2015;35.143,50;31.552,90;37.140,69;29.211,98;36.277,51;
01-Oct-2015;35.146,35;31.573,07;37.175,59;29.244,72;36.312,32;
30-Sep-2015;34.982,44;31.461,99;37.117,49;29.218,76;36.301,15;
29-Sep-2015;35.130,65;31.545,92;37.133,06;29.176,61;36.168,61;
28-Sep-2015;35.292,14;31.640,91;37.167,72;29.174,38;36.133,27;
27-Sep-2015;35.484,99;31.758,57;37.265,17;29.207,23;36.153,57;
26-Sep-2015;35.484,99;31.758,57;37.265,17;29.207,23;36.153,57;
25-Sep-2015;35.484,99;31.758,57;37.265,17;29.207,23;36.153,57;
24-Sep-2015;35.479,32;31.762,37;37.252,88;29.187,96;36.107,50;
23-Sep-2015;35.502,04;31.781,82;37.242,40;29.157,96;36.078,38;
22-Sep-2015;35.402,80;31.712,98;37.173,26;29.122,63;36.045,26;
21-Sep-2015;35.194,24;31.568,53;37.036,76;29.045,10;35.986,14;
20-Sep-2015;35.514,19;31.747,69;37.167,20;29.114,17;35.992,06;
19-Sep-2015;35.514,19;31.747,69;37.167,20;29.114,17;35.992,06;
18-Sep-2015;35.514,19;31.747,69;37.167,20;29.114,17;35.992,06;
17-Sep-2015;35.514,19;31.747,69;37.167,20;29.114,17;35.992,06;
16-Sep-2015;35.437,10;31.697,88;37.148,67;29.129,72;36.012,12;
15-Sep-2015;35.404,65;31.690,71;37.142,39;29.125,34;35.990,50;
14-Sep-2015;35.309,97;31.638,71;37.114,57;29.110,29;36.013,10;
13-Sep-2015;35.545,98;31.786,02;37.230,07;29.153,84;35.990,84;
12-Sep-2015;35.545,98;31.786,02;37.230,07;29.153,84;35.990,84;
11-Sep-2015;35.545,98;31.786,02;37.230,07;29.153,84;35.990,84;
10-Sep-2015;35.524,93;31.773,86;37.226,24;29.135,51;35.955,51;
09-Sep-2015;35.430,61;31.701,40;37.154,70;29.092,78;35.939,59;
08-Sep-2015;35.162,53;31.572,36;37.142,23;29.148,66;36.054,11;
07-Sep-2015;35.182,88;31.615,96;37.216,30;29.194,33;36.116,40;
06-Sep-2015;35.454,49;31.804,99;37.360,96;29.254,73;36.128,81;
05-Sep-2015;35.454,49;31.804,99;37.360,96;29.254,73;36.128,81;
04-Sep-2015;35.454,49;31.804,99;37.360,96;29.254,73;36.128,81;
03-Sep-2015;35.306,52;31.701,11;37.289,69;29.236,22;36.166,88;
02-Sep-2015;35.351,09;31.747,60;37.356,32;29.276,74;36.219,90;
01-Sep-2015;36.109,30;32.239,44;37.772,74;29.475,80;36.347,22;
31-Ago-2015;36.021,66;32.164,75;37.688,07;29.438,58;36.331,45;
30-Ago-2015;36.225,89;32.265,18;37.748,30;29.473,70;36.340,35;
29-Ago-2015;36.225,89;32.265,18;37.748,30;29.473,70;36.340,35;
28-Ago-2015;36.225,89;32.265,18;37.748,30;29.473,70;36.340,35;
27-Ago-2015;35.745,26;31.958,67;37.537,64;29.405,71;36.307,22;
26-Ago-2015;35.118,28;31.596,68;37.269,47;29.265,16;36.225,92;
25-Ago-2015;35.206,06;31.621,78;37.287,71;29.271,48;36.228,79;
24-Ago-2015;36.045,83;32.171,90;37.677,38;29.400,06;36.226,40;
23-Ago-2015;36.691,28;32.550,19;37.925,24;29.487,57;36.203,23;
22-Ago-2015;36.691,28;32.550,19;37.925,24;29.487,57;36.203,23;
21-Ago-2015;36.691,28;32.550,19;37.925,24;29.487,57;36.203,23;
20-Ago-2015;37.210,09;32.859,79;38.145,29;29.584,20;36.216,32;
19-Ago-2015;37.534,90;33.054,08;38.294,34;29.649,06;36.228,55;
18-Ago-2015;37.408,21;32.974,35;38.200,07;29.583,05;36.190,13;
17-Ago-2015;37.197,75;32.840,92;38.080,50;29.518,10;36.157,67;
16-Ago-2015;37.229,81;32.856,11;38.090,96;29.506,06;36.124,94;
15-Ago-2015;37.229,81;32.856,11;38.090,96;29.506,06;36.124,94;
14-Ago-2015;37.229,81;32.856,11;38.090,96;29.506,06;36.124,94;
13-Ago-2015;37.083,10;32.745,96;37.996,17;29.456,88;36.102,16;
12-Ago-2015;37.335,49;32.935,84;38.138,89;29.514,48;36.092,98;
11-Ago-2015;37.510,52;33.024,51;38.188,87;29.514,00;36.074,04;
10-Ago-2015;37.384,09;32.964,66;38.147,21;29.494,23;36.065,73;
09-Ago-2015;37.661,56;33.132,27;38.277,59;29.547,97;36.042,02;
08-Ago-2015;37.661,56;33.132,27;38.277,59;29.547,97;36.042,02;
07-Ago-2015;37.661,56;33.132,27;38.277,59;29.547,97;36.042,02;
06-Ago-2015;37.729,74;33.167,13;38.288,79;29.544,65;36.038,72;
05-Ago-2015;37.398,79;32.943,86;38.107,39;29.456,77;36.013,20;
04-Ago-2015;37.442,82;32.973,38;38.138,97;29.469,06;36.021,40;
03-Ago-2015;37.253,09;32.842,01;38.007,11;29.383,02;35.961,40;
02-Ago-2015;37.150,24;32.732,46;37.904,92;29.340,65;35.940,52;
01-Ago-2015;37.150,24;32.732,46;37.904,92;29.340,65;35.940,52;
31-Jul-2015;37.150,24;32.732,46;37.904,92;29.340,65;35.940,52;
30-Jul-2015;36.892,25;32.556,72;37.753,88;29.259,58;35.904,88;
29-Jul-2015;36.712,09;32.459,87;37.684,65;29.225,37;35.898,05;
28-Jul-2015;36.629,20;32.420,10;37.670,26;29.213,95;35.884,06;
27-Jul-2015;36.875,35;32.596,79;37.789,53;29.241,45;35.864,69;
26-Jul-2015;36.885,25;32.591,95;37.756,31;29.206,53;35.839,38;
25-Jul-2015;36.885,25;32.591,95;37.756,31;29.206,53;35.839,38;
24-Jul-2015;36.885,25;32.591,95;37.756,31;29.206,53;35.839,38;
23-Jul-2015;36.992,17;32.648,06;37.790,98;29.213,86;35.829,54;
22-Jul-2015;36.987,92;32.622,35;37.732,17;29.151,81;35.729,11;
21-Jul-2015;36.973,64;32.604,37;37.708,93;29.136,43;35.725,63;
20-Jul-2015;36.803,15;32.482,85;37.594,70;29.074,55;35.680,30;
19-Jul-2015;36.684,05;32.396,02;37.516,39;29.037,28;35.648,62;
18-Jul-2015;36.684,05;32.396,02;37.516,39;29.037,28;35.648,62;
17-Jul-2015;36.684,05;32.396,02;37.516,39;29.037,28;35.648,62;
16-Jul-2015;36.592,72;32.345,68;37.475,59;29.001,88;35.628,54;
15-Jul-2015;36.592,72;32.345,68;37.475,59;29.001,88;35.628,54;
14-Jul-2015;36.671,98;32.388,36;37.462,85;28.973,68;35.567,22;
13-Jul-2015;36.301,34;32.139,34;37.271,25;28.879,17;35.512,65;
12-Jul-2015;35.909,61;31.857,63;37.032,72;28.769,09;35.468,86;
11-Jul-2015;35.909,61;31.857,63;37.032,72;28.769,09;35.468,86;
10-Jul-2015;35.909,61;31.857,63;37.032,72;28.769,09;35.468,86;
09-Jul-2015;35.797,12;31.767,52;36.966,67;28.750,49;35.424,94;
08-Jul-2015;36.180,27;32.024,10;37.130,61;28.803,42;35.404,69;
07-Jul-2015;36.075,92;31.965,01;37.073,78;28.752,39;35.355,55;
06-Jul-2015;36.217,88;32.056,22;37.111,24;28.731,41;35.311,04;
05-Jul-2015;36.318,27;32.110,08;37.141,66;28.737,36;35.295,60;
04-Jul-2015;36.318,27;32.110,08;37.141,66;28.737,36;35.295,60;
03-Jul-2015;36.318,27;32.110,08;37.141,66;28.737,36;35.295,60;
02-Jul-2015;36.436,63;32.192,33;37.201,97;28.752,59;35.283,64;
01-Jul-2015;36.327,71;32.128,49;37.163,41;28.724,01;35.277,57;
30-Jun-2015;36.000,35;31.915,62;36.987,26;28.643,84;35.223,60;
29-Jun-2015;36.515,91;32.229,25;37.214,08;28.735,25;35.230,73;
28-Jun-2015;36.515,91;32.229,25;37.214,08;28.735,25;35.230,73;
27-Jun-2015;36.515,91;32.229,25;37.214,08;28.735,25;35.230,73;
26-Jun-2015;36.515,91;32.229,25;37.214,08;28.735,25;35.230,73;
25-Jun-2015;36.711,79;32.365,55;37.332,15;28.778,67;35.252,93;
24-Jun-2015;36.861,72;32.454,19;37.407,68;28.808,75;35.267,71;
23-Jun-2015;36.557,04;32.260,41;37.243,41;28.737,25;35.263,93;
22-Jun-2015;36.410,29;32.151,68;37.161,99;28.695,18;35.244,41;
21-Jun-2015;36.350,76;32.101,91;37.101,54;28.642,87;35.221,97;
20-Jun-2015;36.350,76;32.101,91;37.101,54;28.642,87;35.221,97;
19-Jun-2015;36.350,76;32.101,91;37.101,54;28.642,87;35.221,97;
18-Jun-2015;36.549,50;32.253,44;37.249,65;28.715,61;35.235,67;
17-Jun-2015;36.321,77;32.107,60;37.132,84;28.672,25;35.230,43;
16-Jun-2015;36.339,81;32.130,83;37.157,50;28.679,98;35.217,44;
15-Jun-2015;36.447,93;32.207,92;37.211,88;28.692,40;35.212,25;
14-Jun-2015;36.536,87;32.255,01;37.262,00;28.735,53;35.265,03;
13-Jun-2015;36.536,87;32.255,01;37.262,00;28.735,53;35.265,03;
12-Jun-2015;36.536,87;32.255,01;37.262,00;28.735,53;35.265,03;
11-Jun-2015;36.169,42;32.015,04;37.062,21;28.643,73;35.263,84;
10-Jun-2015;36.023,05;31.938,88;37.021,67;28.641,68;35.285,38;
09-Jun-2015;36.497,35;32.267,44;37.305,00;28.770,08;35.310,40;
08-Jun-2015;36.715,57;32.409,59;37.413,14;28.819,99;35.318,07;
07-Jun-2015;36.507,92;32.269,68;37.288,89;28.755,34;35.279,85;
06-Jun-2015;36.507,92;32.269,68;37.288,89;28.755,34;35.279,85;
05-Jun-2015;36.507,92;32.269,68;37.288,89;28.755,34;35.279,85;
04-Jun-2015;36.611,18;32.338,58;37.337,58;28.768,82;35.271,80;
03-Jun-2015;36.425,71;32.221,72;37.241,02;28.721,76;35.252,81;
02-Jun-2015;36.514,52;32.302,77;37.301,36;28.747,45;35.270,65;
01-Jun-2015;36.320,31;32.181,70;37.200,05;28.692,79;35.249,40;
31-May-2015;36.425,20;32.220,54;37.217,89;28.694,34;35.218,65;
30-May-2015;36.425,20;32.220,54;37.217,89;28.694,34;35.218,65;
29-May-2015;36.425,20;32.220,54;37.217,89;28.694,34;35.218,65;
28-May-2015;36.495,02;32.273,10;37.247,27;28.698,51;35.219,33;
27-May-2015;36.288,40;32.150,96;37.145,56;28.641,75;35.181,25;
26-May-2015;36.383,33;32.189,03;37.161,55;28.642,11;35.182,20;
25-May-2015;36.275,33;32.122,39;37.106,49;28.620,58;35.184,92;
24-May-2015;36.139,26;32.022,28;37.016,21;28.572,04;35.152,20;
23-May-2015;36.139,26;32.022,28;37.016,21;28.572,04;35.152,20;
22-May-2015;36.139,26;32.022,28;37.016,21;28.572,04;35.152,20;
21-May-2015;36.065,12;31.990,08;36.995,37;28.557,46;35.147,93;
20-May-2015;36.065,12;31.990,08;36.995,37;28.557,46;35.147,93;
19-May-2015;35.853,45;31.848,20;36.876,46;28.494,81;35.130,90;
18-May-2015;35.718,25;31.746,58;36.784,34;28.445,25;35.108,64;
17-May-2015;35.626,05;31.676,78;36.720,28;28.406,45;35.084,60;
16-May-2015;35.626,05;31.676,78;36.720,28;28.406,45;35.084,60;
15-May-2015;35.626,05;31.676,78;36.720,28;28.406,45;35.084,60;
14-May-2015;35.604,43;31.706,33;36.785,93;28.466,52;35.168,84;
13-May-2015;35.861,26;31.872,01;36.926,24;28.516,50;35.163,50;
12-May-2015;35.970,84;31.969,80;37.035,35;28.591,13;35.254,75;
11-May-2015;35.960,40;31.929,41;36.984,24;28.572,72;35.249,75;
10-May-2015;35.838,85;31.854,08;36.919,02;28.520,45;35.189,60;
09-May-2015;35.838,85;31.854,08;36.919,02;28.520,45;35.189,60;
08-May-2015;35.838,85;31.854,08;36.919,02;28.520,45;35.189,60;
07-May-2015;35.850,90;31.884,11;36.957,57;28.555,49;35.246,90;
06-May-2015;36.094,39;32.037,11;37.081,88;28.634,80;35.297,88;
05-May-2015;36.375,09;32.211,49;37.239,39;28.727,82;35.386,94;
04-May-2015;36.169,59;32.067,50;37.119,74;28.669,38;35.356,84;
03-May-2015;36.122,89;32.042,77;37.100,57;28.652,10;35.327,04;
02-May-2015;36.122,89;32.042,77;37.100,57;28.652,10;35.327,04;
01-May-2015;36.122,89;32.042,77;37.100,57;28.652,10;35.327,04;
30-Abr-2015;36.122,89;32.042,77;37.100,57;28.652,10;35.327,04;
29-Abr-2015;36.299,70;32.175,45;37.216,58;28.697,51;35.344,75;
28-Abr-2015;36.485,05;32.305,91;37.328,20;28.745,49;35.353,66;
27-Abr-2015;36.509,29;32.295,31;37.313,94;28.752,97;35.361,27;
26-Abr-2015;36.572,07;32.326,59;37.341,82;28.769,05;35.345,46;
25-Abr-2015;36.572,07;32.326,59;37.341,82;28.769,05;35.345,46;
24-Abr-2015;36.572,07;32.326,59;37.341,82;28.769,05;35.345,46;
23-Abr-2015;36.538,26;32.313,22;37.316,56;28.757,47;35.332,33;
22-Abr-2015;36.346,82;32.192,03;37.229,68;28.715,83;35.334,86;
21-Abr-2015;36.194,95;32.083,38;37.137,24;28.676,20;35.334,13;
20-Abr-2015;36.063,79;32.026,13;37.097,77;28.645,18;35.306,73;
19-Abr-2015;36.365,58;32.210,00;37.236,82;28.711,04;35.333,85;
18-Abr-2015;36.365,58;32.210,00;37.236,82;28.711,04;35.333,85;
17-Abr-2015;36.365,58;32.210,00;37.236,82;28.711,04;35.333,85;
16-Abr-2015;36.483,64;32.289,03;37.324,98;28.773,09;35.360,21;
15-Abr-2015;36.287,96;32.172,06;37.217,74;28.724,28;35.345,51;
14-Abr-2015;36.643,53;32.440,98;37.454,03;28.833,56;35.395,51;
13-Abr-2015;36.526,68;32.334,26;37.354,24;28.793,21;35.388,19;
12-Abr-2015;36.144,11;32.078,01;37.137,41;28.685,85;35.331,16;
11-Abr-2015;36.144,11;32.078,01;37.137,41;28.685,85;35.331,16;
10-Abr-2015;36.144,11;32.078,01;37.137,41;28.685,85;35.331,16;
09-Abr-2015;35.841,04;31.855,63;36.975,28;28.625,05;35.321,89;
08-Abr-2015;35.522,22;31.643,81;36.827,27;28.590,43;35.354,65;
07-Abr-2015;35.465,96;31.599,57;36.778,72;28.553,17;35.348,24;
06-Abr-2015;35.449,95;31.605,60;36.788,59;28.562,68;35.347,96;
05-Abr-2015;35.394,55;31.558,80;36.750,42;28.553,59;35.351,49;
04-Abr-2015;35.394,55;31.558,80;36.750,42;28.553,59;35.351,49;
03-Abr-2015;35.394,55;31.558,80;36.750,42;28.553,59;35.351,49;
02-Abr-2015;35.394,55;31.558,80;36.750,42;28.553,59;35.351,49;
01-Abr-2015;35.658,42;31.722,40;36.887,39;28.622,65;35.365,71;
31-Mar-2015;35.720,65;31.748,09;36.904,35;28.641,08;35.373,15;
30-Mar-2015;35.305,45;31.476,83;36.681,15;28.537,01;35.323,40;
29-Mar-2015;35.161,89;31.377,51;36.592,04;28.497,98;35.313,91;
28-Mar-2015;35.161,89;31.377,51;36.592,04;28.497,98;35.313,91;
27-Mar-2015;35.161,89;31.377,51;36.592,04;28.497,98;35.313,91;
26-Mar-2015;35.302,48;31.469,88;36.665,40;28.533,36;35.311,63;
25-Mar-2015;35.606,52;31.644,97;36.800,32;28.598,28;35.336,62;
24-Mar-2015;35.737,30;31.731,67;36.863,71;28.627,77;35.351,26;
23-Mar-2015;36.060,46;31.950,68;37.062,95;28.734,51;35.417,18;
22-Mar-2015;36.000,35;31.913,78;37.027,48;28.716,81;35.404,68;
21-Mar-2015;36.000,35;31.913,78;37.027,48;28.716,81;35.404,68;
20-Mar-2015;36.000,35;31.913,78;37.027,48;28.716,81;35.404,68;
19-Mar-2015;36.126,26;31.979,39;37.075,21;28.743,33;35.414,84;
18-Mar-2015;35.809,46;31.796,58;36.968,29;28.717,18;35.443,93;
17-Mar-2015;35.741,42;31.744,46;36.926,95;28.698,29;35.440,66;
16-Mar-2015;35.556,46;31.646,73;36.859,22;28.671,31;35.434,43;
15-Mar-2015;35.508,93;31.600,99;36.789,44;28.612,94;35.381,74;
14-Mar-2015;35.508,93;31.600,99;36.789,44;28.612,94;35.381,74;
13-Mar-2015;35.508,93;31.600,99;36.789,44;28.612,94;35.381,74;
12-Mar-2015;35.439,74;31.564,80;36.759,82;28.595,15;35.369,08;
11-Mar-2015;35.287,40;31.465,75;36.666,34;28.536,49;35.330,59;
10-Mar-2015;35.434,91;31.553,24;36.709,17;28.554,72;35.345,33;
09-Mar-2015;35.427,33;31.571,35;36.721,47;28.554,67;35.338,96;
08-Mar-2015;35.375,66;31.509,49;36.657,33;28.513,68;35.331,72;
07-Mar-2015;35.375,66;31.509,49;36.657,33;28.513,68;35.331,72;
06-Mar-2015;35.375,66;31.509,49;36.657,33;28.513,68;35.331,72;
05-Mar-2015;35.426,70;31.548,09;36.679,27;28.497,58;35.312,78;
04-Mar-2015;35.483,71;31.579,40;36.695,15;28.499,63;35.305,57;
03-Mar-2015;35.543,02;31.607,17;36.715,19;28.513,29;35.308,06;
02-Mar-2015;35.552,76;31.624,12;36.736,86;28.519,16;35.310,13;
01-Mar-2015;35.498,79;31.579,39;36.696,82;28.496,41;35.302,52;
28-Feb-2015;35.498,79;31.579,39;36.696,82;28.496,41;35.302,52;
27-Feb-2015;35.498,79;31.579,39;36.696,82;28.496,41;35.302,52;
26-Feb-2015;35.569,00;31.619,28;36.719,20;28.502,78;35.292,74;
25-Feb-2015;35.688,84;31.702,04;36.789,45;28.530,28;35.293,91;
24-Feb-2015;35.556,37;31.621,09;36.724,44;28.495,37;35.278,21;
23-Feb-2015;35.374,88;31.495,52;36.606,78;28.439,92;35.266,08;
22-Feb-2015;35.453,68;31.552,91;36.659,49;28.458,47;35.263,10;
21-Feb-2015;35.453,68;31.552,91;36.659,49;28.458,47;35.263,10;
20-Feb-2015;35.453,68;31.552,91;36.659,49;28.458,47;35.263,10;
19-Feb-2015;35.430,13;31.531,91;36.634,82;28.441,39;35.253,59;
18-Feb-2015;35.340,59;31.466,83;36.574,61;28.413,54;35.258,56;
17-Feb-2015;35.351,52;31.485,95;36.585,99;28.410,72;35.246,90;
16-Feb-2015;35.316,77;31.447,84;36.549,48;28.386,93;35.226,75;
15-Feb-2015;35.391,58;31.492,81;36.588,03;28.399,85;35.220,14;
14-Feb-2015;35.391,58;31.492,81;36.588,03;28.399,85;35.220,14;
13-Feb-2015;35.391,58;31.492,81;36.588,03;28.399,85;35.220,14;
12-Feb-2015;35.209,47;31.364,26;36.464,81;28.346,81;35.187,52;
