Fecha; FondoA; FondoB; FondoC; FondoD; FondoE;
08-Ene-2006;18.339,51;15.737,41;17.117,62;13.497,87;16.829,98;
07-Ene-2006;18.339,51;15.737,41;17.117,62;13.497,87;16.829,98;
06-Ene-2006;18.339,51;15.737,41;17.117,62;13.497,87;16.829,98;
05-Ene-2006;18.138,83;15.602,88;17.015,22;13.450,50;16.828,03;
04-Ene-2006;17.924,11;15.462,53;16.921,61;13.414,20;16.833,07;
03-Ene-2006;17.859,61;15.443,18;16.899,49;13.404,54;16.800,28;
02-Ene-2006;17.864,94;15.443,70;16.893,19;13.398,07;16.793,98;
01-Ene-2006;17.825,79;15.417,23;16.874,66;13.383,55;16.790,07;
31-Dic-2005;17.825,79;15.417,23;16.874,66;13.383,55;16.790,07;
30-Dic-2005;17.825,79;15.417,23;16.874,66;13.383,55;16.790,07;
29-Dic-2005;17.813,22;15.404,75;16.860,70;13.372,82;16.777,46;
28-Dic-2005;17.849,00;15.421,96;16.867,09;13.372,03;16.769,09;
27-Dic-2005;17.871,60;15.437,19;16.880,78;13.378,42;16.764,99;
26-Dic-2005;17.872,87;15.431,23;16.872,36;13.371,10;16.765,15;
25-Dic-2005;17.821,45;15.406,18;16.849,47;13.361,26;16.765,78;
24-Dic-2005;17.821,45;15.406,18;16.849,47;13.361,26;16.765,78;
23-Dic-2005;17.821,45;15.406,18;16.849,47;13.361,26;16.765,78;
22-Dic-2005;17.653,66;15.315,58;16.801,61;13.351,00;16.770,76;
21-Dic-2005;17.734,23;15.369,51;16.847,39;13.370,45;16.766,34;
20-Dic-2005;17.855,81;15.443,96;16.899,68;13.391,88;16.770,38;
19-Dic-2005;17.826,46;15.411,11;16.867,03;13.374,32;16.766,24;
18-Dic-2005;17.803,86;15.390,44;16.841,95;13.357,38;16.757,33;
17-Dic-2005;17.803,86;15.390,44;16.841,95;13.357,38;16.757,33;
16-Dic-2005;17.803,86;15.390,44;16.841,95;13.357,38;16.757,33;
15-Dic-2005;17.828,37;15.408,38;16.846,62;13.350,66;16.712,71;
14-Dic-2005;17.689,26;15.337,66;16.795,32;13.324,24;16.657,76;
13-Dic-2005;17.658,20;15.320,85;16.795,77;13.334,67;16.673,24;
12-Dic-2005;17.747,48;15.385,56;16.830,58;13.349,36;16.669,59;
11-Dic-2005;17.667,43;15.354,76;16.816,48;13.350,31;16.657,29;
10-Dic-2005;17.667,43;15.354,76;16.816,48;13.350,31;16.657,29;
09-Dic-2005;17.667,43;15.354,76;16.816,48;13.350,31;16.657,29;
08-Dic-2005;17.661,55;15.350,53;16.825,14;13.355,58;16.668,93;
07-Dic-2005;17.661,55;15.350,53;16.825,14;13.355,58;16.668,93;
06-Dic-2005;17.714,83;15.388,51;16.852,37;13.370,72;16.669,25;
05-Dic-2005;17.562,10;15.298,29;16.788,52;13.339,56;16.663,10;
04-Dic-2005;17.469,82;15.236,26;16.741,20;13.301,00;16.631,61;
03-Dic-2005;17.469,82;15.236,26;16.741,20;13.301,00;16.631,61;
02-Dic-2005;17.469,82;15.236,26;16.741,20;13.301,00;16.631,61;
01-Dic-2005;17.534,36;15.268,20;16.760,45;13.307,71;16.630,20;
30-Nov-2005;17.536,22;15.277,06;16.771,05;13.313,99;16.628,69;
29-Nov-2005;17.596,78;15.325,14;16.816,26;13.345,28;16.658,01;
28-Nov-2005;17.585,97;15.325,01;16.819,36;13.356,28;16.681,66;
27-Nov-2005;17.618,21;15.348,90;16.834,75;13.355,58;16.665,13;
26-Nov-2005;17.618,21;15.348,90;16.834,75;13.355,58;16.665,13;
25-Nov-2005;17.618,21;15.348,90;16.834,75;13.355,58;16.665,13;
24-Nov-2005;17.520,79;15.291,61;16.798,70;13.334,20;16.648,91;
23-Nov-2005;17.576,59;15.323,00;16.806,51;13.331,09;16.637,37;
22-Nov-2005;17.521,44;15.305,47;16.810,22;13.340,81;16.636,73;
21-Nov-2005;17.538,60;15.314,37;16.804,83;13.343,69;16.652,15;
20-Nov-2005;17.313,10;15.174,31;16.704,37;13.293,22;16.637,51;
19-Nov-2005;17.313,10;15.174,31;16.704,37;13.293,22;16.637,51;
18-Nov-2005;17.313,10;15.174,31;16.704,37;13.293,22;16.637,51;
17-Nov-2005;17.244,51;15.120,94;16.665,22;13.289,36;16.676,92;
16-Nov-2005;17.267,37;15.138,23;16.682,72;13.294,76;16.674,83;
15-Nov-2005;17.354,37;15.192,03;16.707,70;13.294,04;16.637,91;
14-Nov-2005;17.232,20;15.114,84;16.667,24;13.278,69;16.634,26;
13-Nov-2005;17.283,75;15.139,97;16.679,37;13.278,87;16.630,84;
12-Nov-2005;17.283,75;15.139,97;16.679,37;13.278,87;16.630,84;
11-Nov-2005;17.283,75;15.139,97;16.679,37;13.278,87;16.630,84;
10-Nov-2005;17.197,69;15.081,61;16.643,12;13.261,03;16.640,82;
09-Nov-2005;17.291,76;15.142,71;16.679,60;13.247,93;16.581,97;
08-Nov-2005;17.274,83;15.151,17;16.707,84;13.293,44;16.612,14;
07-Nov-2005;17.380,54;15.235,61;16.780,09;13.327,23;16.593,36;
06-Nov-2005;17.435,46;15.275,59;16.814,77;13.328,67;16.567,25;
05-Nov-2005;17.435,46;15.275,59;16.814,77;13.328,67;16.567,25;
04-Nov-2005;17.435,46;15.275,59;16.814,77;13.328,67;16.567,25;
03-Nov-2005;17.345,93;15.229,94;16.786,42;13.346,08;16.640,31;
02-Nov-2005;17.114,51;15.086,57;16.692,63;13.315,49;16.682,66;
01-Nov-2005;17.065,10;15.059,84;16.687,31;13.319,29;16.681,78;
31-Oct-2005;17.065,10;15.059,84;16.687,31;13.319,29;16.681,78;
30-Oct-2005;17.272,08;15.199,15;16.827,08;13.386,04;16.760,90;
29-Oct-2005;17.272,08;15.199,15;16.827,08;13.386,04;16.760,90;
28-Oct-2005;17.272,08;15.199,15;16.827,08;13.386,04;16.760,90;
27-Oct-2005;17.308,37;15.228,51;16.844,95;13.414,55;16.797,21;
26-Oct-2005;17.251,59;15.203,78;16.827,04;13.419,17;16.814,48;
25-Oct-2005;17.186,53;15.164,65;16.791,09;13.405,84;16.803,35;
24-Oct-2005;17.129,15;15.126,68;16.752,25;13.376,28;16.764,77;
23-Oct-2005;17.105,83;15.134,91;16.767,02;13.388,64;16.750,65;
22-Oct-2005;17.105,83;15.134,91;16.767,02;13.388,64;16.750,65;
21-Oct-2005;17.105,83;15.134,91;16.767,02;13.388,64;16.750,65;
20-Oct-2005;17.262,63;15.219,46;16.826,69;13.420,97;16.792,94;
19-Oct-2005;17.322,75;15.274,11;16.886,31;13.459,80;16.836,18;
18-Oct-2005;17.302,14;15.270,49;16.896,37;13.494,38;16.912,81;
17-Oct-2005;17.411,83;15.328,20;16.942,06;13.507,56;16.913,35;
16-Oct-2005;17.533,08;15.398,40;16.972,55;13.517,43;16.876,60;
15-Oct-2005;17.533,08;15.398,40;16.972,55;13.517,43;16.876,60;
14-Oct-2005;17.533,08;15.398,40;16.972,55;13.517,43;16.876,60;
13-Oct-2005;17.565,76;15.420,55;16.993,13;13.523,99;16.873,29;
12-Oct-2005;17.483,48;15.391,44;16.985,61;13.559,02;16.945,03;
11-Oct-2005;17.531,61;15.414,63;17.000,97;13.560,54;16.980,47;
10-Oct-2005;17.667,34;15.498,06;17.060,81;13.583,03;16.986,83;
09-Oct-2005;17.667,34;15.498,06;17.060,81;13.583,03;16.986,83;
08-Oct-2005;17.667,34;15.498,06;17.060,81;13.583,03;16.986,83;
07-Oct-2005;17.667,34;15.498,06;17.060,81;13.583,03;16.986,83;
06-Oct-2005;17.809,63;15.597,21;17.135,65;13.634,61;17.003,83;
05-Oct-2005;17.793,79;15.583,35;17.134,58;13.658,48;17.046,92;
04-Oct-2005;17.735,73;15.546,02;17.101,07;13.627,05;17.036,50;
03-Oct-2005;17.685,06;15.507,73;17.076,26;13.620,45;17.054,62;
02-Oct-2005;17.666,75;15.495,11;17.082,52;13.622,48;17.066,17;
01-Oct-2005;17.666,75;15.495,11;17.082,52;13.622,48;17.066,17;
30-Sep-2005;17.666,75;15.495,11;17.082,52;13.622,48;17.066,17;
29-Sep-2005;17.676,75;15.499,99;17.089,66;13.615,37;17.053,17;
28-Sep-2005;17.686,46;15.518,46;17.108,73;13.630,11;17.072,99;
27-Sep-2005;17.642,47;15.493,16;17.093,78;13.621,70;17.072,88;
26-Sep-2005;17.639,61;15.490,01;17.085,75;13.624,01;17.094,25;
25-Sep-2005;17.674,44;15.507,14;17.094,50;13.633,63;17.108,50;
24-Sep-2005;17.674,44;15.507,14;17.094,50;13.633,63;17.108,50;
23-Sep-2005;17.674,44;15.507,14;17.094,50;13.633,63;17.108,50;
22-Sep-2005;17.627,85;15.468,27;17.063,55;13.613,81;17.099,31;
21-Sep-2005;17.587,29;15.435,70;17.028,89;13.592,75;17.093,96;
20-Sep-2005;17.463,52;15.359,10;16.971,96;13.560,83;17.086,25;
19-Sep-2005;17.466,90;15.356,02;16.965,28;13.557,50;17.082,78;
18-Sep-2005;17.466,90;15.356,02;16.965,28;13.557,50;17.082,78;
17-Sep-2005;17.466,90;15.356,02;16.965,28;13.557,50;17.082,78;
16-Sep-2005;17.466,90;15.356,02;16.965,28;13.557,50;17.082,78;
15-Sep-2005;17.437,82;15.338,79;16.961,12;13.557,08;17.086,37;
14-Sep-2005;17.532,38;15.397,65;17.001,00;13.584,23;17.120,61;
13-Sep-2005;17.483,35;15.360,78;16.967,32;13.561,39;17.108,60;
12-Sep-2005;17.386,04;15.293,06;16.917,32;13.535,36;17.112,44;
11-Sep-2005;17.310,23;15.250,90;16.888,04;13.525,55;17.109,23;
10-Sep-2005;17.310,23;15.250,90;16.888,04;13.525,55;17.109,23;
09-Sep-2005;17.310,23;15.250,90;16.888,04;13.525,55;17.109,23;
08-Sep-2005;17.408,16;15.307,39;16.926,31;13.528,53;17.091,93;
07-Sep-2005;17.288,67;15.226,91;16.865,42;13.504,92;17.095,36;
06-Sep-2005;17.269,04;15.213,98;16.850,93;13.496,41;17.087,31;
05-Sep-2005;17.192,95;15.178,24;16.832,22;13.504,52;17.100,44;
04-Sep-2005;17.192,90;15.175,36;16.830,41;13.505,78;17.094,86;
03-Sep-2005;17.192,90;15.175,36;16.830,41;13.505,78;17.094,86;
02-Sep-2005;17.192,90;15.175,36;16.830,41;13.505,78;17.094,86;
01-Sep-2005;17.052,09;15.094,89;16.777,53;13.478,20;17.067,55;
31-Ago-2005;17.081,91;15.118,90;16.796,05;13.489,64;17.066,16;
30-Ago-2005;17.179,59;15.188,09;16.842,84;13.509,19;17.063,40;
29-Ago-2005;17.167,73;15.177,78;16.832,40;13.501,39;17.049,16;
28-Ago-2005;17.107,80;15.131,58;16.798,47;13.477,64;17.022,32;
27-Ago-2005;17.107,80;15.131,58;16.798,47;13.477,64;17.022,32;
26-Ago-2005;17.107,80;15.131,58;16.798,47;13.477,64;17.022,32;
25-Ago-2005;17.277,53;15.227,83;16.853,90;13.496,92;17.038,36;
24-Ago-2005;17.207,90;15.172,15;16.795,80;13.453,46;17.005,46;
23-Ago-2005;17.064,49;15.084,66;16.739,30;13.430,39;16.993,33;
22-Ago-2005;17.195,07;15.169,57;16.792,61;13.453,13;16.995,90;
21-Ago-2005;17.200,22;15.170,94;16.779,73;13.437,78;16.963,74;
20-Ago-2005;17.200,22;15.170,94;16.779,73;13.437,78;16.963,74;
19-Ago-2005;17.200,22;15.170,94;16.779,73;13.437,78;16.963,74;
18-Ago-2005;17.109,32;15.115,79;16.735,17;13.414,68;16.950,08;
17-Ago-2005;17.120,04;15.120,97;16.744,15;13.410,52;16.941,40;
16-Ago-2005;17.221,08;15.184,79;16.792,69;13.433,46;16.942,28;
15-Ago-2005;17.222,51;15.185,72;16.798,53;13.433,97;16.922,15;
14-Ago-2005;17.222,51;15.185,72;16.798,53;13.433,97;16.922,15;
13-Ago-2005;17.222,51;15.185,72;16.798,53;13.433,97;16.922,15;
12-Ago-2005;17.222,51;15.185,72;16.798,53;13.433,97;16.922,15;
11-Ago-2005;17.195,63;15.179,33;16.801,68;13.444,03;16.914,00;
10-Ago-2005;17.218,48;15.194,13;16.812,83;13.447,59;16.910,29;
09-Ago-2005;17.147,31;15.147,77;16.772,27;13.415,69;16.879,05;
08-Ago-2005;17.126,85;15.139,66;16.777,26;13.438,20;16.894,73;
07-Ago-2005;17.286,72;15.238,07;16.857,61;13.464,72;16.897,49;
06-Ago-2005;17.286,72;15.238,07;16.857,61;13.464,72;16.897,49;
05-Ago-2005;17.286,72;15.238,07;16.857,61;13.464,72;16.897,49;
04-Ago-2005;17.389,06;15.306,65;16.903,36;13.470,14;16.857,60;
03-Ago-2005;17.282,22;15.240,05;16.854,34;13.447,65;16.843,70;
02-Ago-2005;17.188,96;15.183,11;16.809,31;13.434,48;16.859,04;
01-Ago-2005;17.157,53;15.163,40;16.792,51;13.427,32;16.847,35;
31-Jul-2005;17.096,12;15.121,74;16.758,05;13.410,08;16.843,84;
30-Jul-2005;17.096,12;15.121,74;16.758,05;13.410,08;16.843,84;
29-Jul-2005;17.096,12;15.121,74;16.758,05;13.410,08;16.843,84;
28-Jul-2005;17.011,34;15.064,09;16.713,27;13.387,67;16.837,23;
27-Jul-2005;16.992,31;15.048,22;16.701,91;13.380,74;16.832,40;
26-Jul-2005;17.064,96;15.094,24;16.733,62;13.386,80;16.828,01;
25-Jul-2005;16.978,67;15.033,93;16.690,23;13.361,40;16.821,32;
24-Jul-2005;16.952,40;15.008,69;16.673,87;13.362,44;16.858,03;
23-Jul-2005;16.952,40;15.008,69;16.673,87;13.362,44;16.858,03;
22-Jul-2005;16.952,40;15.008,69;16.673,87;13.362,44;16.858,03;
21-Jul-2005;16.994,63;15.033,85;16.691,97;13.361,68;16.828,61;
20-Jul-2005;16.840,77;14.939,24;16.621,76;13.327,67;16.818,90;
19-Jul-2005;16.825,91;14.921,98;16.608,36;13.316,40;16.808,44;
18-Jul-2005;16.888,34;14.957,76;16.640,42;13.325,76;16.792,97;
17-Jul-2005;16.882,78;14.944,73;16.630,93;13.321,64;16.795,90;
16-Jul-2005;16.882,78;14.944,73;16.630,93;13.321,64;16.795,90;
15-Jul-2005;16.882,78;14.944,73;16.630,93;13.321,64;16.795,90;
14-Jul-2005;16.861,05;14.923,81;16.607,40;13.309,70;16.799,91;
13-Jul-2005;16.782,29;14.873,33;16.570,18;13.288,99;16.790,76;
12-Jul-2005;16.706,84;14.829,64;16.534,89;13.264,23;16.767,70;
11-Jul-2005;16.602,95;14.767,41;16.489,46;13.252,01;16.774,88;
10-Jul-2005;16.674,61;14.802,43;16.506,04;13.254,78;16.784,33;
09-Jul-2005;16.674,61;14.802,43;16.506,04;13.254,78;16.784,33;
08-Jul-2005;16.674,61;14.802,43;16.506,04;13.254,78;16.784,33;
07-Jul-2005;16.674,05;14.810,49;16.513,27;13.277,74;16.801,20;
06-Jul-2005;16.637,42;14.791,06;16.495,30;13.262,14;16.771,70;
05-Jul-2005;16.658,67;14.804,78;16.498,28;13.259,93;16.766,72;
04-Jul-2005;16.568,42;14.752,14;16.457,53;13.233,84;16.751,04;
03-Jul-2005;16.633,89;14.789,25;16.478,35;13.240,36;16.728,17;
02-Jul-2005;16.633,89;14.789,25;16.478,35;13.240,36;16.728,17;
01-Jul-2005;16.633,89;14.789,25;16.478,35;13.240,36;16.728,17;
30-Jun-2005;16.623,71;14.790,19;16.480,83;13.256,91;16.757,25;
29-Jun-2005;16.578,15;14.756,15;16.452,00;13.237,73;16.753,50;
28-Jun-2005;16.652,40;14.798,15;16.477,11;13.242,69;16.748,33;
27-Jun-2005;16.723,05;14.840,13;16.508,47;13.255,47;16.734,92;
26-Jun-2005;16.723,05;14.840,13;16.508,47;13.255,47;16.734,92;
25-Jun-2005;16.723,05;14.840,13;16.508,47;13.255,47;16.734,92;
24-Jun-2005;16.723,05;14.840,13;16.508,47;13.255,47;16.734,92;
23-Jun-2005;16.675,19;14.812,57;16.490,65;13.246,27;16.730,79;
22-Jun-2005;16.633,96;14.773,45;16.461,89;13.227,35;16.728,26;
21-Jun-2005;16.703,40;14.808,89;16.476,75;13.220,78;16.724,13;
20-Jun-2005;16.591,56;14.739,24;16.433,49;13.208,42;16.730,91;
19-Jun-2005;16.529,59;14.696,79;16.402,26;13.189,45;16.715,27;
18-Jun-2005;16.529,59;14.696,79;16.402,26;13.189,45;16.715,27;
17-Jun-2005;16.529,59;14.696,79;16.402,26;13.189,45;16.715,27;
16-Jun-2005;16.503,28;14.678,33;16.388,28;13.194,82;16.736,61;
15-Jun-2005;16.431,68;14.628,03;16.350,02;13.157,67;16.702,81;
14-Jun-2005;16.468,43;14.649,22;16.365,30;13.171,23;16.700,68;
13-Jun-2005;16.447,74;14.629,82;16.347,47;13.167,77;16.706,21;
12-Jun-2005;16.466,77;14.638,50;16.346,86;13.160,06;16.719,46;
11-Jun-2005;16.466,77;14.638,50;16.346,86;13.160,06;16.719,46;
10-Jun-2005;16.466,77;14.638,50;16.346,86;13.160,06;16.719,46;
09-Jun-2005;16.416,02;14.604,21;16.321,11;13.145,97;16.707,93;
08-Jun-2005;16.432,35;14.612,77;16.330,88;13.148,66;16.707,64;
07-Jun-2005;16.514,21;14.656,13;16.356,56;13.143,00;16.684,81;
06-Jun-2005;16.392,58;14.577,78;16.287,80;13.102,92;16.657,01;
05-Jun-2005;16.293,95;14.504,55;16.217,85;13.072,49;16.655,66;
04-Jun-2005;16.293,95;14.504,55;16.217,85;13.072,49;16.655,66;
03-Jun-2005;16.293,95;14.504,55;16.217,85;13.072,49;16.655,66;
02-Jun-2005;16.252,33;14.471,05;16.181,35;13.045,15;16.636,27;
01-Jun-2005;16.249,30;14.466,34;16.164,58;13.024,80;16.608,77;
31-May-2005;16.193,55;14.431,94;16.139,63;13.011,89;16.594,65;
30-May-2005;16.141,87;14.395,92;16.114,61;12.998,74;16.602,89;
29-May-2005;16.120,41;14.378,09;16.094,00;12.984,53;16.590,02;
28-May-2005;16.120,41;14.378,09;16.094,00;12.984,53;16.590,02;
27-May-2005;16.120,41;14.378,09;16.094,00;12.984,53;16.590,02;
26-May-2005;16.115,92;14.376,20;16.091,21;12.995,44;16.610,24;
25-May-2005;16.090,68;14.358,88;16.080,75;12.979,19;16.567,46;
24-May-2005;16.162,75;14.404,25;16.113,61;13.015,21;16.624,56;
23-May-2005;16.033,31;14.322,46;16.049,23;12.967,71;16.574,50;
22-May-2005;16.033,31;14.322,46;16.049,23;12.967,71;16.574,50;
21-May-2005;16.033,31;14.322,46;16.049,23;12.967,71;16.574,50;
20-May-2005;16.033,31;14.322,46;16.049,23;12.967,71;16.574,50;
19-May-2005;15.990,79;14.292,19;16.019,09;12.963,71;16.613,33;
18-May-2005;15.928,67;14.252,09;15.979,60;12.922,29;16.557,60;
17-May-2005;15.942,12;14.255,92;15.981,09;12.922,12;16.551,46;
16-May-2005;15.953,67;14.268,27;15.992,15;12.934,71;16.540,21;
15-May-2005;16.028,47;14.318,31;16.033,30;12.961,66;16.553,13;
14-May-2005;16.028,47;14.318,31;16.033,30;12.961,66;16.553,13;
13-May-2005;16.028,47;14.318,31;16.033,30;12.961,66;16.553,13;
12-May-2005;16.103,20;14.361,78;16.062,12;12.950,72;16.538,41;
11-May-2005;16.166,41;14.405,34;16.098,00;13.002,42;16.588,09;
10-May-2005;16.146,49;14.392,68;16.085,49;12.995,35;16.574,99;
09-May-2005;16.048,31;14.324,81;16.029,86;12.967,02;16.564,41;
08-May-2005;16.038,41;14.318,25;16.029,44;12.975,10;16.571,48;
07-May-2005;16.038,41;14.318,25;16.029,44;12.975,10;16.571,48;
06-May-2005;16.038,41;14.318,25;16.029,44;12.975,10;16.571,48;
05-May-2005;15.931,59;14.247,27;15.975,72;12.945,63;16.554,78;
04-May-2005;15.913,18;14.229,89;15.957,13;12.925,53;16.534,87;
03-May-2005;15.885,58;14.209,48;15.940,68;12.915,53;16.531,29;
02-May-2005;15.852,91;14.181,98;15.918,86;12.889,59;16.486,49;
01-May-2005;15.981,00;14.260,72;15.973,13;12.929,53;16.527,31;
30-Abr-2005;15.981,00;14.260,72;15.973,13;12.929,53;16.527,31;
29-Abr-2005;15.981,00;14.260,72;15.973,13;12.929,53;16.527,31;
28-Abr-2005;16.012,72;14.284,28;15.995,75;12.940,87;16.506,13;
27-Abr-2005;16.083,02;14.326,65;16.022,27;12.964,65;16.537,07;
26-Abr-2005;15.992,58;14.266,01;15.965,87;12.942,65;16.503,08;
25-Abr-2005;15.975,32;14.259,93;15.969,40;12.945,45;16.502,17;
24-Abr-2005;15.955,33;14.243,56;15.952,54;12.934,73;16.505,42;
23-Abr-2005;15.955,33;14.243,56;15.952,54;12.934,73;16.505,42;
22-Abr-2005;15.955,33;14.243,56;15.952,54;12.934,73;16.505,42;
21-Abr-2005;15.967,74;14.255,19;15.959,63;12.923,94;16.467,70;
20-Abr-2005;15.829,78;14.168,51;15.897,44;12.898,04;16.462,63;
19-Abr-2005;16.009,80;14.268,35;15.962,47;12.922,15;16.455,38;
18-Abr-2005;16.080,12;14.307,08;15.981,05;12.917,59;16.426,82;
17-Abr-2005;16.217,99;14.393,09;16.036,29;12.942,72;16.401,89;
16-Abr-2005;16.217,99;14.393,09;16.036,29;12.942,72;16.401,89;
15-Abr-2005;16.217,99;14.393,09;16.036,29;12.942,72;16.401,89;
14-Abr-2005;16.191,40;14.378,80;16.030,48;12.941,34;16.383,92;
13-Abr-2005;16.234,49;14.399,72;16.042,40;12.934,83;16.378,90;
12-Abr-2005;16.180,67;14.361,89;16.012,58;12.910,43;16.377,46;
11-Abr-2005;16.193,36;14.368,88;16.013,89;12.900,31;16.335,51;
10-Abr-2005;16.098,81;14.304,63;15.969,00;12.880,10;16.341,66;
09-Abr-2005;16.098,81;14.304,63;15.969,00;12.880,10;16.341,66;
08-Abr-2005;16.098,81;14.304,63;15.969,00;12.880,10;16.341,66;
07-Abr-2005;16.111,14;14.304,11;15.974,33;12.888,04;16.363,60;
06-Abr-2005;16.083,51;14.284,51;15.958,94;12.880,76;16.386,07;
05-Abr-2005;16.158,32;14.324,51;15.975,67;12.868,76;16.358,85;
04-Abr-2005;16.100,27;14.293,72;15.950,29;12.858,98;16.324,56;
03-Abr-2005;16.065,52;14.269,82;15.932,50;12.837,44;16.285,65;
02-Abr-2005;16.065,52;14.269,82;15.932,50;12.837,44;16.285,65;
01-Abr-2005;16.065,52;14.269,82;15.932,50;12.837,44;16.285,65;
31-Mar-2005;15.986,86;14.223,60;15.899,16;12.826,08;16.303,38;
30-Mar-2005;16.072,42;14.277,72;15.942,41;12.849,38;16.312,82;
29-Mar-2005;16.096,62;14.281,48;15.940,59;12.844,58;16.311,86;
28-Mar-2005;16.035,78;14.235,41;15.896,59;12.813,36;16.280,91;
27-Mar-2005;16.173,08;14.314,75;15.954,13;12.846,08;16.314,35;
26-Mar-2005;16.173,08;14.314,75;15.954,13;12.846,08;16.314,35;
25-Mar-2005;16.173,08;14.314,75;15.954,13;12.846,08;16.314,35;
24-Mar-2005;16.173,08;14.314,75;15.954,13;12.846,08;16.314,35;
23-Mar-2005;16.174,13;14.322,66;15.960,74;12.848,17;16.270,22;
22-Mar-2005;16.288,37;14.384,82;16.005,58;12.854,89;16.278,19;
21-Mar-2005;16.193,25;14.324,00;15.962,58;12.837,66;16.278,73;
20-Mar-2005;16.254,89;14.351,99;15.981,41;12.848,01;16.285,74;
19-Mar-2005;16.254,89;14.351,99;15.981,41;12.848,01;16.285,74;
18-Mar-2005;16.254,89;14.351,99;15.981,41;12.848,01;16.285,74;
17-Mar-2005;16.349,49;14.398,50;16.005,08;12.855,38;16.287,19;
16-Mar-2005;16.359,14;14.402,04;16.003,52;12.859,30;16.292,63;
15-Mar-2005;16.439,65;14.448,75;16.028,02;12.884,45;16.299,27;
14-Mar-2005;16.402,79;14.445,94;16.048,44;12.893,56;16.296,85;
13-Mar-2005;16.506,17;14.508,64;16.100,63;12.912,78;16.301,93;
12-Mar-2005;16.506,17;14.508,64;16.100,63;12.912,78;16.301,93;
11-Mar-2005;16.506,17;14.508,64;16.100,63;12.912,78;16.301,93;
10-Mar-2005;16.604,14;14.561,14;16.136,07;12.927,66;16.304,69;
09-Mar-2005;16.526,00;14.510,23;16.089,90;12.900,51;16.286,56;
08-Mar-2005;16.448,88;14.471,27;16.059,93;12.883,59;16.271,38;
07-Mar-2005;16.429,77;14.452,49;16.049,80;12.882,35;16.274,57;
06-Mar-2005;16.368,86;14.416,74;16.024,61;12.874,31;16.271,75;
05-Mar-2005;16.368,86;14.416,74;16.024,61;12.874,31;16.271,75;
04-Mar-2005;16.368,86;14.416,74;16.024,61;12.874,31;16.271,75;
03-Mar-2005;16.474,50;14.464,87;16.046,67;12.880,33;16.279,77;
02-Mar-2005;16.358,27;14.389,11;15.976,01;12.841,97;16.245,28;
01-Mar-2005;16.207,42;14.298,91;15.908,25;12.801,80;16.219,70;
28-Feb-2005;16.229,09;14.303,32;15.898,71;12.796,50;16.215,73;
27-Feb-2005;16.031,65;14.179,20;15.796,73;12.750,68;16.225,09;
26-Feb-2005;16.031,65;14.179,20;15.796,73;12.750,68;16.225,09;
25-Feb-2005;16.031,65;14.179,20;15.796,73;12.750,68;16.225,09;
24-Feb-2005;16.006,80;14.157,64;15.769,09;12.729,09;16.205,56;
23-Feb-2005;15.948,49;14.117,19;15.738,92;12.701,32;16.177,52;
22-Feb-2005;15.946,25;14.114,55;15.734,96;12.699,82;16.178,87;
21-Feb-2005;15.917,38;14.095,81;15.720,25;12.691,43;16.184,36;
20-Feb-2005;15.889,05;14.078,66;15.709,74;12.687,60;16.182,56;
19-Feb-2005;15.889,05;14.078,66;15.709,74;12.687,60;16.182,56;
18-Feb-2005;15.889,05;14.078,66;15.709,74;12.687,60;16.182,56;
17-Feb-2005;15.950,77;14.114,01;15.732,46;12.709,82;16.203,31;
16-Feb-2005;15.885,40;14.076,15;15.700,82;12.689,95;16.188,84;
15-Feb-2005;15.830,53;14.040,28;15.675,60;12.673,91;16.176,41;
14-Feb-2005;15.764,20;14.005,18;15.652,96;12.654,68;16.160,32;
13-Feb-2005;15.767,40;14.008,15;15.664,87;12.665,99;16.167,03;
12-Feb-2005;15.767,40;14.008,15;15.664,87;12.665,99;16.167,03;
11-Feb-2005;15.767,40;14.008,15;15.664,87;12.665,99;16.167,03;
10-Feb-2005;15.866,68;14.069,72;15.713,35;12.692,70;16.178,70;
09-Feb-2005;15.867,27;14.066,30;15.703,94;12.685,30;16.162,12;
08-Feb-2005;15.783,91;14.013,14;15.660,43;12.657,70;16.130,15;
07-Feb-2005;15.677,32;13.946,34;15.612,13;12.634,84;16.130,83;
06-Feb-2005;15.649,96;13.930,86;15.604,48;12.633,83;16.134,47;
05-Feb-2005;15.649,96;13.930,86;15.604,48;12.633,83;16.134,47;
04-Feb-2005;15.649,96;13.930,86;15.604,48;12.633,83;16.134,47;
03-Feb-2005;15.691,25;13.953,24;15.623,34;12.648,73;16.151,68;
02-Feb-2005;15.666,17;13.938,23;15.617,22;12.651,89;16.160,16;
01-Feb-2005;15.606,00;13.897,70;15.579,04;12.614,98;16.120,57;
31-Ene-2005;15.611,71;13.900,63;15.583,07;12.624,61;16.157,41;
30-Ene-2005;15.585,75;13.881,15;15.570,60;12.623,61;16.160,68;
29-Ene-2005;15.585,75;13.881,15;15.570,60;12.623,61;16.160,68;
28-Ene-2005;15.585,75;13.881,15;15.570,60;12.623,61;16.160,68;
27-Ene-2005;15.479,39;13.803,77;15.503,72;12.597,94;16.153,79;
26-Ene-2005;15.471,92;13.796,35;15.476,68;12.573,46;16.115,79;
25-Ene-2005;15.345,53;13.720,17;15.418,09;12.534,27;16.080,09;
24-Ene-2005;15.367,00;13.731,68;15.431,32;12.536,85;16.086,34;
